+--------+--------+------+
| origin | destin | dist |
| ELP    | ABQ    |  223 |
| ELP    | ATL    | 1282 |
| ELP    | AUS    |  528 |
| ELP    | DAL    |  562 |
| ELP    | DEN    |  563 |
| ELP    | DFW    |  551 |
| ELP    | HOU    |  677 |
| ELP    | IAH    |  667 |
| ELP    | LAS    |  584 |
| ELP    | LAX    |  714 |
| ELP    | LBB    |  295 |
| ELP    | ONT    |  670 |
| ELP    | ORD    | 1236 |
| ELP    | PHX    |  347 |
| ELP    | SAN    |  636 |
| ELP    | SAT    |  496 |
| ELP    | SLC    |  693 |
| ELP    | TUS    |  269 |
| ERI    | DTW    |  163 |
| ERI    | PIT    |  109 |
| EUG    | DEN    |  997 |
| EUG    | FAT    |  539 |
| EUG    | LAS    |  699 |
| EUG    | LAX    |  748 |
| EUG    | MFR    |  122 |
| EUG    | PDX    |  106 |
| EUG    | PHX    |  952 |
| EUG    | RDM    |  103 |
| EUG    | SFO    |  451 |
| EUG    | SLC    |  619 |
| EVV    | ATL    |  350 |
| EVV    | CVG    |  170 |
| EVV    | DFW    |  642 |
| EVV    | DTW    |  364 |
| EVV    | MEM    |  247 |
| EVV    | ORD    |  273 |
| EVV    | STL    |  161 |
| EWN    | ATL    |  433 |
| EWR    | ABQ    | 1805 |
| EWR    | ACK    |  218 |
| EWR    | ALB    |  143 |
| EWR    | ATL    |  745 |
| EWR    | AUS    | 1504 |
| EWR    | AVL    |  583 |
| EWR    | BDL    |  116 |
| EWR    | BGR    |  393 |
| EWR    | BHM    |  850 |
| EWR    | BNA    |  748 |
| EWR    | BOS    |  200 |
| EWR    | BQN    | 1585 |
| EWR    | BTV    |  266 |
| EWR    | BUF    |  282 |
| EWR    | BWI    |  169 |
| EWR    | CAE    |  602 |
| EWR    | CHS    |  628 |
| EWR    | CLE    |  404 |
| EWR    | CLT    |  529 |
| EWR    | CMH    |  462 |
| EWR    | CVG    |  569 |
| EWR    | DAB    |  884 |
| EWR    | DAY    |  533 |
| EWR    | DCA    |  199 |
| EWR    | DEN    | 1605 |
| EWR    | DFW    | 1372 |
| EWR    | DTW    |  487 |
| EWR    | EGE    | 1725 |
| EWR    | FLL    | 1065 |
| EWR    | GRB    |  757 |
| EWR    | GRR    |  605 |
| EWR    | GSO    |  446 |
| EWR    | GSP    |  594 |
| EWR    | HDN    | 1728 |
| EWR    | HNL    | 4962 |
| EWR    | IAD    |  213 |
| EWR    | IAH    | 1400 |
| EWR    | IND    |  644 |
| EWR    | JAN    | 1055 |
| EWR    | JAX    |  821 |
| EWR    | LAS    | 2227 |
| EWR    | LAX    | 2454 |
| EWR    | LEX    |  588 |
| EWR    | LGA    |   17 |
| EWR    | LIT    | 1069 |
| EWR    | MCI    | 1092 |
| EWR    | MCO    |  938 |
| EWR    | MDW    |  711 |
| EWR    | MEM    |  946 |
| EWR    | MHT    |  209 |
| EWR    | MIA    | 1086 |
| EWR    | MKE    |  725 |
| EWR    | MSN    |  799 |
| EWR    | MSP    | 1008 |
| EWR    | MSY    | 1167 |
| EWR    | MTJ    | 1795 |
| EWR    | MYR    |  550 |
| EWR    | OKC    | 1325 |
| EWR    | OMA    | 1133 |
| EWR    | ORD    |  719 |
| EWR    | ORF    |  284 |
| EWR    | PBI    | 1024 |
| EWR    | PDX    | 2433 |
| EWR    | PHL    |   81 |
| EWR    | PHX    | 2133 |
| EWR    | PIT    |  319 |
| EWR    | PSE    | 1627 |
| EWR    | PVD    |  160 |
| EWR    | PWM    |  284 |
| EWR    | RDU    |  416 |
| EWR    | RIC    |  278 |
| EWR    | ROC    |  246 |
| EWR    | RSW    | 1068 |
| EWR    | SAN    | 2425 |
| EWR    | SAT    | 1569 |
| EWR    | SAV    |  708 |
| EWR    | SDF    |  642 |
| EWR    | SEA    | 2401 |
| EWR    | SFO    | 2565 |
| EWR    | SJC    | 2548 |
| EWR    | SJU    | 1608 |
| EWR    | SLC    | 1968 |
| EWR    | SNA    | 2433 |
| EWR    | SRQ    | 1034 |
| EWR    | STL    |  872 |
| EWR    | STT    | 1634 |
| EWR    | SYR    |  194 |
| EWR    | TPA    |  998 |
| EWR    | TUL    | 1215 |
| EWR    | TUS    | 2116 |
| EWR    | TYS    |  631 |
| EWR    | XNA    | 1130 |
| EYW    | ATL    |  646 |
| EYW    | MCO    |  268 |
| FAI    | ANC    |  261 |
| FAI    | BRW    |  503 |
| FAI    | MSP    | 2466 |
| FAI    | SCC    |  373 |
| FAI    | SEA    | 1533 |
| FAI    | SLC    | 2184 |
| FAR    | DEN    |  627 |
| FAR    | LAN    |  664 |
| FAR    | MCI    |  536 |
| FAR    | MSP    |  223 |
| FAR    | ORD    |  557 |
| FAR    | SLC    |  865 |
| FAR    | STL    |  652 |
| FAT    | DEN    |  844 |
| FAT    | DFW    | 1313 |
| FAT    | LAS    |  258 |
| FAT    | LAX    |  209 |
| FAT    | LGB    |  222 |
| FAT    | MRY    |  119 |
| FAT    | OGD    |  515 |
| FAT    | ONT    |  222 |
| FAT    | PHX    |  493 |
| FAT    | SAN    |  314 |
| FAT    | SBA    |  162 |
| FAT    | SFO    |  158 |
| FAT    | SLC    |  501 |
| FAT    | TWF    |  482 |
| FAY    | ATL    |  331 |
| FAY    | CLT    |  118 |
| FCA    | ATL    | 1841 |
| FCA    | DEN    |  753 |
| FCA    | IDA    |  348 |
| FCA    | MSP    | 1026 |
| FCA    | ORD    | 1352 |
| FCA    | SFO    |  844 |
| FCA    | SLC    |  532 |
| FLG    | PHX    |  119 |
| FLL    | ALB    | 1204 |
| FLL    | ATL    |  581 |
| FLL    | AUS    | 1105 |
| FLL    | BDL    | 1173 |
| FLL    | BNA    |  793 |
| FLL    | BOS    | 1237 |
| FLL    | BUF    | 1166 |
| FLL    | BWI    |  925 |
| FLL    | CAK    | 1026 |
| FLL    | CLE    | 1062 |
| FLL    | CLT    |  631 |
| FLL    | CVG    |  932 |
| FLL    | DCA    |  899 |
| FLL    | DEN    | 1703 |
| FLL    | DFW    | 1119 |
| FLL    | DTW    | 1127 |
| FLL    | EWR    | 1065 |
| FLL    | GPT    |  620 |
| FLL    | HOU    |  957 |
| FLL    | HPN    | 1098 |
| FLL    | IAD    |  901 |
| FLL    | IAH    |  965 |
| FLL    | IND    | 1005 |
| FLL    | ISP    | 1093 |
| FLL    | JAX    |  318 |
| FLL    | JFK    | 1069 |
| FLL    | LAS    | 2174 |
| FLL    | LAX    | 2342 |
| FLL    | LGA    | 1076 |
| FLL    | LGB    | 2327 |
| FLL    | MCI    | 1242 |
| FLL    | MCO    |  178 |
| FLL    | MDW    | 1166 |
| FLL    | MEM    |  851 |
| FLL    | MHT    | 1263 |
| FLL    | MIA    |   21 |
| FLL    | MKE    | 1243 |
| FLL    | MSP    | 1487 |
| FLL    | MSY    |  673 |
| FLL    | OAK    | 2575 |
| FLL    | ORD    | 1182 |
| FLL    | PHF    |  792 |
| FLL    | PHL    |  992 |
| FLL    | PHX    | 1972 |
| FLL    | PIT    |  994 |
| FLL    | PNS    |  525 |
| FLL    | PSE    | 1032 |
| FLL    | PVD    | 1188 |
| FLL    | RDU    |  680 |
| FLL    | RIC    |  805 |
| FLL    | ROC    | 1184 |
| FLL    | SJU    | 1046 |
| FLL    | SLC    | 2083 |
| FLL    | STL    | 1056 |
| FLL    | SWF    | 1119 |
| FLL    | SYR    | 1197 |
| FLL    | TLH    |  393 |
| FLL    | TPA    |  197 |
| FLO    | ATL    |  273 |
| FNT    | ATL    |  644 |
| FNT    | DFW    | 1003 |
| FNT    | DTW    |   56 |
| FNT    | LAS    | 1733 |
| FNT    | LGA    |  530 |
| FNT    | MCO    | 1011 |
| FNT    | MKE    |  211 |
| FNT    | MKG    |  127 |
| FNT    | MSP    |  491 |
| FNT    | ORD    |  223 |
| FNT    | RSW    | 1138 |
| FNT    | TPA    | 1036 |
| FSD    | ATL    |  954 |
| FSD    | CVG    |  701 |
| FSD    | DEN    |  483 |
| FSD    | GRB    |  433 |
| FSD    | MSN    |  374 |
| FSD    | MSP    |  197 |
| FSD    | ORD    |  462 |
| FSD    | PIA    |  414 |
| FSD    | SDF    |  685 |
| FSD    | SLC    |  804 |
| FSM    | ATL    |  579 |
| FSM    | DFW    |  228 |
| FSM    | MEM    |  249 |
| FWA    | ATL    |  508 |
| FWA    | DFW    |  859 |
| FWA    | DTW    |  128 |
| FWA    | MSP    |  488 |
| FWA    | ORD    |  157 |
| FWA    | TVC    |  260 |
| GCC    | DEN    |  313 |
| GCC    | RKS    |  261 |
| GCC    | SLC    |  410 |
| GEG    | BLI    |  245 |
| GEG    | BOI    |  287 |
| GEG    | DEN    |  836 |
| GEG    | LAS    |  806 |
| GEG    | LAX    |  945 |
| GEG    | LGB    |  953 |
| GEG    | MSP    | 1175 |
| GEG    | OAK    |  723 |
| GEG    | ONT    |  936 |
| GEG    | ORD    | 1498 |
| GEG    | PDX    |  279 |
| GEG    | PHX    | 1020 |
| GEG    | RDM    |  291 |
| GEG    | RNO    |  572 |
| GEG    | SAN    | 1027 |
| GEG    | SEA    |  224 |
| GEG    | SLC    |  546 |
| GEG    | SMF    |  649 |
| GEG    | TUS    | 1125 |
| GFK    | MSP    |  284 |
| GGG    | DFW    |  140 |
| GJT    | ASE    |   89 |
| GJT    | DEN    |  212 |
| GJT    | DFW    |  772 |
| GJT    | HDN    |  117 |
| GJT    | LAX    |  656 |
| GJT    | ORD    | 1100 |
| GJT    | PHX    |  438 |
| GJT    | SLC    |  217 |
| GNV    | ATL    |  300 |
| GPT    | ATL    |  352 |
| GPT    | DFW    |  500 |
| GPT    | FLL    |  620 |
| GPT    | IAH    |  376 |
| GPT    | MEM    |  324 |
| GPT    | ORD    |  800 |
| GPT    | TPA    |  429 |
| GRB    | ATL    |  774 |
| GRB    | CVG    |  416 |
| GRB    | DEN    |  905 |
| GRB    | DSM    |  346 |
| GRB    | DTW    |  288 |
| GRB    | GTF    | 1133 |
| GRB    | MKE    |  107 |
| GRB    | MQT    |  134 |
| GRB    | MSP    |  252 |
| GRB    | ORD    |  174 |
| GRB    | SDF    |  453 |
| GRK    | ATL    |  803 |
| GRK    | DFW    |  134 |
| GRK    | IAH    |  166 |
| GRR    | ATL    |  640 |
| GRR    | CLE    |  214 |
| GRR    | CVG    |  268 |
| GRR    | DCA    |  524 |
| GRR    | DEN    | 1014 |
| GRR    | DFW    |  931 |
| GRR    | DTW    |  120 |
| GRR    | EWR    |  605 |
| GRR    | IAH    | 1042 |
| GRR    | LGA    |  618 |
| GRR    | MCO    | 1023 |
| GRR    | MEM    |  591 |
| GRR    | MKE    |  120 |
| GRR    | MKG    |   41 |
| GRR    | MSP    |  408 |
| GRR    | ORD    |  137 |
| GSO    | ATL    |  306 |
| GSO    | BOS    |  645 |
| GSO    | CLE    |  381 |
| GSO    | CLT    |   83 |
| GSO    | CVG    |  330 |
| GSO    | DFW    |  999 |
| GSO    | DTW    |  460 |
| GSO    | EWR    |  446 |
| GSO    | IAD    |  239 |
| GSO    | IAH    |  986 |
| GSO    | JAX    |  399 |
| GSO    | LGA    |  461 |
| GSO    | MCO    |  534 |
| GSO    | MEM    |  570 |
| GSO    | MIA    |  710 |
| GSO    | MSP    |  924 |
| GSO    | ORD    |  590 |
| GSO    | ORF    |  216 |
| GSO    | RDU    |   67 |
| GSP    | ATL    |  153 |
| GSP    | CLE    |  450 |
| GSP    | CLT    |   75 |
| GSP    | CVG    |  317 |
| GSP    | DFW    |  862 |
| GSP    | DTW    |  508 |
| GSP    | EWR    |  594 |
| GSP    | IAD    |  383 |
| GSP    | IAH    |  838 |
| GSP    | LGA    |  610 |
| GSP    | MCO    |  449 |
| GSP    | MEM    |  441 |
| GSP    | ORD    |  577 |
| GST    | JNU    |   41 |
| GTF    | BZN    |  118 |
| GTF    | DEN    |  624 |
| GTF    | MSP    |  887 |
| GTF    | ORD    | 1210 |
| GTF    | SLC    |  463 |
| GTR    | ATL    |  241 |
| GUC    | ATL    | 1301 |
| GUC    | DEN    |  152 |
| GUC    | DFW    |  678 |
| GUC    | ORD    | 1031 |
| GUC    | SLC    |  310 |
| HDN    | ATL    | 1340 |
| HDN    | DEN    |  142 |
| HDN    | DFW    |  769 |
| HDN    | EWR    | 1728 |
| HDN    | IAH    |  986 |
| HDN    | JFK    | 1749 |
| HDN    | LGA    | 1742 |
| HDN    | MSP    |  774 |
| HDN    | ORD    | 1009 |
| HDN    | SLC    |  251 |
| HHH    | ATL    |  239 |
| HLN    | DEN    |  594 |
| HLN    | MSP    |  913 |
| HLN    | SLC    |  402 |
| HNL    | ANC    | 2777 |
| HNL    | ATL    | 4502 |
| HNL    | DEN    | 3365 |
| HNL    | DFW    | 3784 |
| HNL    | EWR    | 4962 |
| HNL    | IAH    | 3904 |
| HNL    | ITO    |  216 |
| HNL    | KOA    |  163 |
| HNL    | LAS    | 2762 |
| HNL    | LAX    | 2556 |
| HNL    | LIH    |  102 |
| HNL    | MSP    | 3972 |
| HNL    | OAK    | 2409 |
| HNL    | OGG    |  100 |
| HNL    | ORD    | 4243 |
| HNL    | PDX    | 2603 |
| HNL    | PHX    | 2917 |
| HNL    | SAN    | 2614 |
| HNL    | SEA    | 2677 |
| HNL    | SFO    | 2398 |
| HNL    | SJC    | 2416 |
| HNL    | SLC    | 2994 |
| HNL    | SMF    | 2462 |
| HNL    | SNA    | 2583 |
| HOU    | ABQ    |  759 |
| HOU    | ATL    |  696 |
| HOU    | AUS    |  148 |
| HOU    | BHM    |  570 |
| HOU    | BNA    |  670 |
| HOU    | BTR    |  255 |
| HOU    | BWI    | 1246 |
| HOU    | CRP    |  187 |
| HOU    | DAL    |  239 |
| HOU    | DEN    |  883 |
| HOU    | DFW    |  247 |
| HOU    | ELP    |  677 |
| HOU    | FLL    |  957 |
| HOU    | HRL    |  276 |
| HOU    | JAN    |  359 |
| HOU    | JAX    |  816 |
| HOU    | JFK    | 1428 |
| HOU    | LAS    | 1235 |
| HOU    | LAX    | 1390 |
| HOU    | LIT    |  393 |
| HOU    | MAF    |  441 |
| HOU    | MCO    |  848 |
| HOU    | MDW    |  937 |
| HOU    | MSY    |  303 |
| HOU    | OAK    | 1642 |
| HOU    | OKC    |  419 |
| HOU    | PHL    | 1335 |
| HOU    | PHX    | 1020 |
| HOU    | SAN    | 1312 |
| HOU    | SAT    |  192 |
| HOU    | STL    |  687 |
| HOU    | TPA    |  781 |
| HOU    | TUL    |  453 |
| HPN    | ATL    |  780 |
| HPN    | CVG    |  597 |
| HPN    | DTW    |  505 |
| HPN    | EWR    |   35 |
| HPN    | FLL    | 1098 |
| HPN    | JFK    |   30 |
| HPN    | MCO    |  972 |
| HPN    | ORD    |  738 |
| HPN    | PBI    | 1057 |
| HPN    | PIA    |  836 |
| HPN    | PIT    |  345 |
| HPN    | RSW    | 1102 |
| HPN    | TPA    | 1032 |
| HRL    | AUS    |  273 |
| HRL    | DAL    |  458 |
| HRL    | HOU    |  276 |
| HRL    | IAH    |  295 |
| HRL    | SAT    |  233 |
| HSV    | ATL    |  151 |
| HSV    | BHM    |   74 |
| HSV    | CLT    |  333 |
| HSV    | CVG    |  325 |
| HSV    | DCA    |  613 |
| HSV    | DEN    | 1048 |
| HSV    | DFW    |  603 |
| HSV    | DTW    |  554 |
| HSV    | IAD    |  595 |
| HSV    | IAH    |  595 |
| HSV    | LGA    |  823 |
| HSV    | MCO    |  535 |
| HSV    | MEM    |  184 |
| HSV    | ORD    |  510 |
| HSV    | TUS    | 1405 |
| HTS    | CVG    |  123 |
| IAD    | ABQ    | 1628 |
| IAD    | ATL    |  533 |
| IAD    | AUS    | 1297 |
| IAD    | BDL    |  326 |
| IAD    | BHM    |  638 |
| IAD    | BNA    |  542 |
| IAD    | BOS    |  413 |
| IAD    | BTV    |  442 |
| IAD    | BUF    |  284 |
| IAD    | BUR    | 2279 |
| IAD    | CAE    |  401 |
| IAD    | CHS    |  441 |
| IAD    | CLE    |  288 |
| IAD    | CLT    |  321 |
| IAD    | CVG    |  388 |
| IAD    | DAY    |  368 |
| IAD    | DCA    |   24 |
| IAD    | DEN    | 1452 |
| IAD    | DFW    | 1172 |
| IAD    | DTW    |  383 |
| IAD    | EWR    |  213 |
| IAD    | FLL    |  901 |
| IAD    | GSO    |  239 |
| IAD    | GSP    |  383 |
| IAD    | HSV    |  595 |
| IAD    | IAH    | 1190 |
| IAD    | JAX    |  631 |
| IAD    | JFK    |  228 |
| IAD    | LAS    | 2066 |
| IAD    | LAX    | 2288 |
| IAD    | LGA    |  229 |
| IAD    | LGB    | 2277 |
| IAD    | MCI    |  926 |
| IAD    | MCO    |  758 |
| IAD    | MDT    |   94 |
| IAD    | MDW    |  577 |
| IAD    | MHT    |  418 |
| IAD    | MIA    |  921 |
| IAD    | MSP    |  908 |
| IAD    | MSY    |  954 |
| IAD    | MYR    |  372 |
| IAD    | OAK    | 2408 |
| IAD    | OKC    | 1136 |
| IAD    | ORD    |  589 |
| IAD    | ORF    |  157 |
| IAD    | PBI    |  859 |
| IAD    | PDX    | 2327 |
| IAD    | PHL    |  134 |
| IAD    | PHX    | 1956 |
| IAD    | PIT    |  183 |
| IAD    | PVD    |  372 |
| IAD    | PWM    |  494 |
| IAD    | RDU    |  224 |
| IAD    | ROA    |  177 |
| IAD    | ROC    |  289 |
| IAD    | RSW    |  890 |
| IAD    | SAN    | 2253 |
| IAD    | SAT    | 1362 |
| IAD    | SAV    |  515 |
| IAD    | SEA    | 2306 |
| IAD    | SFO    | 2419 |
| IAD    | SJC    | 2400 |
| IAD    | SJU    | 1571 |
| IAD    | SLC    | 1827 |
| IAD    | SMF    | 2358 |
| IAD    | SPI    |  657 |
| IAD    | STT    | 1605 |
| IAD    | SYR    |  296 |
| IAD    | TPA    |  810 |
| IAD    | TUS    | 1933 |
| IAD    | TYS    |  419 |
| IAH    | ABQ    |  744 |
| IAH    | AEX    |  190 |
| IAH    | AGS    |  821 |
| IAH    | AMA    |  519 |
| IAH    | ANC    | 3266 |
| IAH    | ATL    |  689 |
| IAH    | AUS    |  140 |
| IAH    | AVL    |  834 |
| IAH    | BDL    | 1507 |
| IAH    | BHM    |  562 |
| IAH    | BNA    |  657 |
| IAH    | BOS    | 1597 |
| IAH    | BPT    |   79 |
| IAH    | BRO    |  308 |
| IAH    | BTR    |  253 |
| IAH    | BWI    | 1235 |
| IAH    | CAE    |  878 |
| IAH    | CHA    |  686 |
| IAH    | CHS    |  925 |
| IAH    | CLE    | 1091 |
| IAH    | CLL    |   74 |
| IAH    | CLT    |  913 |
| IAH    | CMH    |  986 |
| IAH    | COS    |  809 |
| IAH    | CRP    |  201 |
| IAH    | CRW    |  975 |
| IAH    | CVG    |  871 |
| IAH    | DAL    |  217 |
| IAH    | DAY    |  929 |
| IAH    | DCA    | 1208 |
| IAH    | DEN    |  861 |
| IAH    | DFW    |  224 |
| IAH    | DSM    |  802 |
| IAH    | DTW    | 1076 |
| IAH    | EGE    |  935 |
| IAH    | ELP    |  667 |
| IAH    | EWR    | 1400 |
| IAH    | FLL    |  965 |
| IAH    | GPT    |  376 |
| IAH    | GRK    |  166 |
| IAH    | GRR    | 1042 |
| IAH    | GSO    |  986 |
| IAH    | GSP    |  838 |
| IAH    | HDN    |  986 |
| IAH    | HNL    | 3904 |
| IAH    | HOU    |   24 |
| IAH    | HRL    |  295 |
| IAH    | HSV    |  595 |
| IAH    | IAD    | 1190 |
| IAH    | ICT    |  542 |
| IAH    | IND    |  845 |
| IAH    | JAN    |  351 |
| IAH    | JAX    |  817 |
| IAH    | JFK    | 1417 |
| IAH    | LAS    | 1222 |
| IAH    | LAX    | 1379 |
| IAH    | LBB    |  458 |
| IAH    | LCH    |  127 |
| IAH    | LEX    |  828 |
| IAH    | LFT    |  201 |
| IAH    | LGA    | 1416 |
| IAH    | LIT    |  374 |
| IAH    | LRD    |  301 |
| IAH    | MAF    |  429 |
| IAH    | MCI    |  643 |
| IAH    | MCO    |  853 |
| IAH    | MEM    |  469 |
| IAH    | MFE    |  316 |
| IAH    | MGM    |  554 |
| IAH    | MIA    |  964 |
| IAH    | MKE    |  984 |
| IAH    | MLU    |  262 |
| IAH    | MOB    |  427 |
| IAH    | MSP    | 1034 |
| IAH    | MSY    |  305 |
| IAH    | MTJ    |  926 |
| IAH    | OAK    | 1628 |
| IAH    | OKC    |  395 |
| IAH    | OMA    |  781 |
| IAH    | ONT    | 1334 |
| IAH    | ORD    |  925 |
| IAH    | ORF    | 1201 |
| IAH    | PBI    |  956 |
| IAH    | PDX    | 1825 |
| IAH    | PHL    | 1324 |
| IAH    | PHX    | 1009 |
| IAH    | PIT    | 1117 |
| IAH    | PNS    |  489 |
| IAH    | PSP    | 1269 |
| IAH    | RDU    | 1043 |
| IAH    | RIC    | 1157 |
| IAH    | RNO    | 1530 |
| IAH    | RSW    |  861 |
| IAH    | SAN    | 1303 |
| IAH    | SAT    |  191 |
| IAH    | SAV    |  851 |
| IAH    | SDF    |  788 |
| IAH    | SEA    | 1874 |
| IAH    | SFO    | 1635 |
| IAH    | SHV    |  192 |
| IAH    | SJC    | 1608 |
| IAH    | SJU    | 2007 |
| IAH    | SLC    | 1195 |
| IAH    | SMF    | 1609 |
| IAH    | SNA    | 1347 |
| IAH    | SRQ    |  796 |
| IAH    | STL    |  668 |
| IAH    | TLH    |  658 |
| IAH    | TPA    |  787 |
| IAH    | TUL    |  429 |
| IAH    | TUS    |  936 |
| IAH    | TYS    |  772 |
| IAH    | VPS    |  510 |
| IAH    | XNA    |  438 |
| ICT    | ATL    |  781 |
| ICT    | CID    |  422 |
| ICT    | COS    |  404 |
| ICT    | DEN    |  419 |
| ICT    | DFW    |  328 |
| ICT    | DTW    |  811 |
| ICT    | IAH    |  542 |
| ICT    | LAX    | 1203 |
| ICT    | MCI    |  186 |
| ICT    | MEM    |  453 |
| ICT    | MSP    |  545 |
| ICT    | MSY    |  670 |
| ICT    | OKC    |  156 |
| ICT    | ORD    |  588 |
| ICT    | PHX    |  870 |
| ICT    | PIA    |  465 |
| ICT    | SGF    |  224 |
| ICT    | SLC    |  808 |
| ICT    | STL    |  392 |
| IDA    | DEN    |  458 |
| IDA    | MSP    |  939 |
| IDA    | SLC    |  188 |
| ILM    | ATL    |  377 |
| ILM    | CLT    |  185 |
| ILM    | CVG    |  500 |
| ILM    | RDU    |  122 |
| IND    | ATL    |  432 |
| IND    | AUS    |  920 |
| IND    | BDL    |  728 |
| IND    | BOS    |  817 |
| IND    | BWI    |  515 |
| IND    | CLE    |  261 |
| IND    | CLT    |  428 |
| IND    | CVG    |   98 |
| IND    | DCA    |  499 |
| IND    | DEN    |  977 |
| IND    | DFW    |  762 |
| IND    | DTW    |  231 |
| IND    | EWR    |  644 |
| IND    | FLL    | 1005 |
| IND    | IAH    |  845 |
| IND    | JAX    |  688 |
| IND    | JFK    |  664 |
| IND    | LAS    | 1591 |
| IND    | LAX    | 1814 |
| IND    | LGA    |  659 |
| IND    | MCI    |  451 |
| IND    | MCO    |  828 |
| IND    | MDW    |  162 |
| IND    | MEM    |  381 |
| IND    | MIA    | 1021 |
| IND    | MKE    |  238 |
| IND    | MSP    |  503 |
| IND    | MSY    |  708 |
| IND    | ORD    |  177 |
| IND    | PHL    |  587 |
| IND    | PHX    | 1489 |
| IND    | PIT    |  325 |
| IND    | RDU    |  489 |
| IND    | RSW    |  946 |
| IND    | SAT    |  986 |
| IND    | SEA    | 1866 |
| IND    | SFO    | 1944 |
| IND    | SRQ    |  876 |
| IND    | TPA    |  838 |
| IND    | XNA    |  498 |
| INL    | MSP    |  254 |
| IPL    | LAX    |  181 |
| IPL    | YUM    |   58 |
| ISP    | ATL    |  795 |
| ISP    | BWI    |  220 |
| ISP    | FLL    | 1093 |
| ISP    | LAS    | 2283 |
| ISP    | MCO    |  972 |
| ISP    | MDW    |  765 |
| ISP    | PBI    | 1052 |
| ISP    | RSW    | 1101 |
| ISP    | TPA    | 1034 |
| ITH    | DTW    |  353 |
| ITO    | HNL    |  216 |
| ITO    | KOA    |   64 |
| ITO    | OGG    |  121 |
| IYK    | BFL    |   71 |
| IYK    | LAX    |  123 |
| IYK    | PSP    |  147 |
| JAC    | ATL    | 1572 |
| JAC    | CVG    | 1386 |
| JAC    | DEN    |  406 |
| JAC    | DFW    | 1046 |
| JAC    | IDA    |   67 |
| JAC    | LAX    |  784 |
| JAC    | MSP    |  872 |
| JAC    | ORD    | 1162 |
| JAC    | SLC    |  205 |
| JAN    | ATL    |  341 |
| JAN    | BWI    |  888 |
| JAN    | CVG    |  555 |
| JAN    | DCA    |  860 |
| JAN    | DFW    |  408 |
| JAN    | DTW    |  777 |
| JAN    | EWR    | 1055 |
| JAN    | HOU    |  359 |
| JAN    | IAH    |  351 |
| JAN    | MCO    |  587 |
| JAN    | MDW    |  666 |
| JAN    | MEM    |  189 |
| JAN    | ORD    |  677 |
| JAX    | ATL    |  270 |
| JAX    | AUS    |  954 |
| JAX    | BHM    |  365 |
| JAX    | BNA    |  484 |
| JAX    | BOS    | 1011 |
| JAX    | BWI    |  663 |
| JAX    | CLE    |  753 |
| JAX    | CLT    |  329 |
| JAX    | CVG    |  614 |
| JAX    | DCA    |  634 |
| JAX    | DEN    | 1447 |
| JAX    | DFW    |  919 |
| JAX    | DTW    |  814 |
| JAX    | EWR    |  821 |
| JAX    | FLL    |  318 |
| JAX    | HOU    |  816 |
| JAX    | IAD    |  631 |
| JAX    | IAH    |  817 |
| JAX    | IND    |  688 |
| JAX    | JFK    |  829 |
| JAX    | LAS    | 1965 |
| JAX    | LAX    | 2153 |
| JAX    | LGA    |  834 |
| JAX    | MCI    |  956 |
| JAX    | MEM    |  576 |
| JAX    | MIA    |  334 |
| JAX    | MSP    | 1174 |
| JAX    | MSY    |  513 |
| JAX    | ORD    |  865 |
| JAX    | ORF    |  543 |
| JAX    | PHL    |  742 |
| JAX    | PIR    | 1395 |
| JAX    | RDU    |  408 |
| JAX    | TPA    |  180 |
| JAX    | TYS    |  391 |
| JFK    | ACK    |  199 |
| JFK    | ALB    |  145 |
| JFK    | ATL    |  760 |
| JFK    | AUS    | 1522 |
| JFK    | BDL    |  106 |
| JFK    | BGR    |  382 |
| JFK    | BNA    |  766 |
| JFK    | BOS    |  187 |
| JFK    | BQN    | 1576 |
| JFK    | BTV    |  267 |
| JFK    | BUF    |  301 |
| JFK    | BUR    | 2465 |
| JFK    | BWI    |  184 |
| JFK    | CHS    |  636 |
| JFK    | CLE    |  425 |
| JFK    | CLT    |  541 |
| JFK    | CMH    |  483 |
| JFK    | CVG    |  589 |
| JFK    | DCA    |  213 |
| JFK    | DEN    | 1626 |
| JFK    | DFW    | 1391 |
| JFK    | DTW    |  508 |
| JFK    | EGE    | 1746 |
| JFK    | FLL    | 1069 |
| JFK    | HDN    | 1749 |
| JFK    | HOU    | 1428 |
| JFK    | HPN    |   30 |
| JFK    | IAD    |  228 |
| JFK    | IAH    | 1417 |
| JFK    | IND    |  664 |
| JFK    | JAX    |  829 |
| JFK    | LAS    | 2248 |
| JFK    | LAX    | 2475 |
| JFK    | LGA    |   11 |
| JFK    | LGB    | 2465 |
| JFK    | MCO    |  944 |
| JFK    | MIA    | 1090 |
| JFK    | MSP    | 1028 |
| JFK    | MSY    | 1182 |
| JFK    | OAK    | 2576 |
| JFK    | ONT    | 2430 |
| JFK    | ORD    |  740 |
| JFK    | ORF    |  289 |
| JFK    | PBI    | 1028 |
| JFK    | PDX    | 2454 |
| JFK    | PHL    |   94 |
| JFK    | PHX    | 2153 |
| JFK    | PIT    |  340 |
| JFK    | PSE    | 1617 |
| JFK    | PVD    |  144 |
| JFK    | PWM    |  274 |
| JFK    | RDU    |  426 |
| JFK    | RIC    |  288 |
| JFK    | ROC    |  264 |
| JFK    | RSW    | 1074 |
| JFK    | SAN    | 2446 |
