+--------+--------+------+
| origin | destin | dist |
| CLE    | DAY    |  162 |
| CLE    | DCA    |  310 |
| CLE    | DEN    | 1201 |
| CLE    | DFW    | 1021 |
| CLE    | DSM    |  612 |
| CLE    | DTW    |   95 |
| CLE    | EWR    |  404 |
| CLE    | FLL    | 1062 |
| CLE    | GRR    |  214 |
| CLE    | GSO    |  381 |
| CLE    | GSP    |  450 |
| CLE    | IAD    |  288 |
| CLE    | IAH    | 1091 |
| CLE    | IND    |  261 |
| CLE    | JAX    |  753 |
| CLE    | JFK    |  425 |
| CLE    | LAS    | 1825 |
| CLE    | LAX    | 2053 |
| CLE    | LEX    |  275 |
| CLE    | LGA    |  418 |
| CLE    | MCI    |  694 |
| CLE    | MCO    |  895 |
| CLE    | MDT    |  280 |
| CLE    | MDW    |  307 |
| CLE    | MEM    |  622 |
| CLE    | MHT    |  544 |
| CLE    | MIA    | 1080 |
| CLE    | MKE    |  328 |
| CLE    | MSN    |  402 |
| CLE    | MSP    |  622 |
| CLE    | MSY    |  917 |
| CLE    | OKC    |  948 |
| CLE    | OMA    |  729 |
| CLE    | ORD    |  316 |
| CLE    | ORF    |  435 |
| CLE    | PBI    | 1020 |
| CLE    | PHL    |  363 |
| CLE    | PHX    | 1737 |
| CLE    | PVD    |  540 |
| CLE    | PWM    |  609 |
| CLE    | RDU    |  416 |
| CLE    | RIC    |  362 |
| CLE    | ROC    |  245 |
| CLE    | RSW    | 1025 |
| CLE    | SAN    | 2026 |
| CLE    | SAT    | 1241 |
| CLE    | SAV    |  641 |
| CLE    | SDF    |  304 |
| CLE    | SEA    | 2021 |
| CLE    | SFO    | 2161 |
| CLE    | SJU    | 1839 |
| CLE    | SLC    | 1565 |
| CLE    | SRQ    |  967 |
| CLE    | STL    |  487 |
| CLE    | SYR    |  317 |
| CLE    | TPA    |  927 |
| CLE    | TUL    |  837 |
| CLE    | TYS    |  403 |
| CLL    | DFW    |  164 |
| CLL    | IAH    |   74 |
| CLT    | ABE    |  481 |
| CLT    | AGS    |  140 |
| CLT    | ALB    |  646 |
| CLT    | ATL    |  227 |
| CLT    | ATW    |  742 |
| CLT    | AUS    | 1033 |
| CLT    | BDL    |  644 |
| CLT    | BHM    |  351 |
| CLT    | BNA    |  329 |
| CLT    | BOS    |  728 |
| CLT    | BUF    |  546 |
| CLT    | BWI    |  361 |
| CLT    | CHS    |  168 |
| CLT    | CLE    |  430 |
| CLT    | CMH    |  346 |
| CLT    | CVG    |  335 |
| CLT    | DAB    |  416 |
| CLT    | DCA    |  331 |
| CLT    | DEN    | 1337 |
| CLT    | DFW    |  936 |
| CLT    | DTW    |  500 |
| CLT    | EGE    | 1455 |
| CLT    | EWR    |  529 |
| CLT    | FAY    |  118 |
| CLT    | FLL    |  631 |
| CLT    | GRR    |  583 |
| CLT    | GSO    |   83 |
| CLT    | HSV    |  333 |
| CLT    | IAD    |  321 |
| CLT    | IAH    |  913 |
| CLT    | ILM    |  185 |
| CLT    | IND    |  428 |
| CLT    | JAX    |  329 |
| CLT    | JFK    |  541 |
| CLT    | LAS    | 1916 |
| CLT    | LAX    | 2125 |
| CLT    | LGA    |  544 |
| CLT    | LIT    |  641 |
| CLT    | MCI    |  809 |
| CLT    | MCO    |  468 |
| CLT    | MDT    |  413 |
| CLT    | MDW    |  584 |
| CLT    | MEM    |  512 |
| CLT    | MHT    |  737 |
| CLT    | MIA    |  650 |
| CLT    | MKE    |  651 |
| CLT    | MSP    |  930 |
| CLT    | MSY    |  651 |
| CLT    | MYR    |  156 |
| CLT    | OAJ    |  191 |
| CLT    | ORD    |  599 |
| CLT    | ORF    |  290 |
| CLT    | PBI    |  590 |
| CLT    | PDX    | 2282 |
| CLT    | PHL    |  448 |
| CLT    | PHX    | 1774 |
| CLT    | PIT    |  366 |
| CLT    | PNS    |  488 |
| CLT    | PVD    |  683 |
| CLT    | PWM    |  812 |
| CLT    | RDU    |  130 |
| CLT    | RIC    |  256 |
| CLT    | ROC    |  573 |
| CLT    | RSW    |  600 |
| CLT    | SAN    | 2077 |
| CLT    | SAT    | 1095 |
| CLT    | SAV    |  213 |
| CLT    | SDF    |  336 |
| CLT    | SEA    | 2279 |
| CLT    | SFO    | 2296 |
| CLT    | SJU    | 1474 |
| CLT    | SLC    | 1727 |
| CLT    | SMF    | 2244 |
| CLT    | SRQ    |  547 |
| CLT    | STL    |  575 |
| CLT    | STT    | 1520 |
| CLT    | STX    | 1562 |
| CLT    | SYR    |  603 |
| CLT    | TLH    |  386 |
| CLT    | TPA    |  508 |
| CLT    | TRI    |  120 |
| CLT    | TUS    | 1735 |
| CMH    | ATL    |  446 |
| CMH    | BNA    |  338 |
| CMH    | BOS    |  640 |
| CMH    | BWI    |  336 |
| CMH    | CLE    |  112 |
| CMH    | CLT    |  346 |
| CMH    | CVG    |  116 |
| CMH    | DCA    |  322 |
| CMH    | DEN    | 1155 |
| CMH    | DFW    |  927 |
| CMH    | DTW    |  155 |
| CMH    | EWR    |  462 |
| CMH    | GRB    |  411 |
| CMH    | GRR    |  242 |
| CMH    | IAH    |  986 |
| CMH    | ICT    |  801 |
| CMH    | JFK    |  483 |
| CMH    | LAS    | 1772 |
| CMH    | LAX    | 1996 |
| CMH    | LGA    |  478 |
| CMH    | MCI    |  633 |
| CMH    | MCO    |  802 |
| CMH    | MDW    |  284 |
| CMH    | MEM    |  518 |
| CMH    | MIA    |  990 |
| CMH    | MKE    |  331 |
| CMH    | MSP    |  627 |
| CMH    | OMA    |  689 |
| CMH    | ORD    |  296 |
| CMH    | PBI    |  931 |
| CMH    | PHL    |  405 |
| CMH    | PHX    | 1671 |
| CMH    | RDU    |  361 |
| CMH    | RSW    |  930 |
| CMH    | SLC    | 1529 |
| CMH    | STL    |  410 |
| CMH    | SYR    |  412 |
| CMH    | TPA    |  829 |
| CMI    | ABI    |  825 |
| CMI    | DFW    |  693 |
| CMI    | ORD    |  135 |
| CMI    | SPI    |   76 |
| CMX    | MSP    |  277 |
| COD    | DEN    |  392 |
| COD    | SLC    |  298 |
| COS    | ABQ    |  280 |
| COS    | ATL    | 1185 |
| COS    | CLE    | 1221 |
| COS    | CVG    | 1078 |
| COS    | DEN    |   72 |
| COS    | DFW    |  592 |
| COS    | FAT    |  832 |
| COS    | IAH    |  809 |
| COS    | LAN    | 1087 |
| COS    | LAS    |  604 |
| COS    | LAX    |  833 |
| COS    | MCI    |  538 |
| COS    | MEM    |  855 |
| COS    | MKE    |  924 |
| COS    | MSP    |  725 |
| COS    | ONT    |  789 |
| COS    | ORD    |  911 |
| COS    | PHX    |  551 |
| COS    | SAN    |  816 |
| COS    | SFO    |  963 |
| COS    | SLC    |  410 |
| COS    | SMF    |  911 |
| CPR    | DEN    |  230 |
| CPR    | MSP    |  674 |
| CPR    | ORD    |  949 |
| CPR    | PIH    |  311 |
| CPR    | SLC    |  320 |
| CRP    | ATL    |  876 |
| CRP    | DFW    |  354 |
| CRP    | HOU    |  187 |
| CRP    | IAH    |  201 |
| CRW    | ATL    |  363 |
| CRW    | BNA    |  320 |
| CRW    | CVG    |  173 |
| CRW    | DTW    |  281 |
| CRW    | IAH    |  975 |
| CRW    | LEX    |  166 |
| CRW    | ORD    |  416 |
| CSG    | ATL    |   83 |
| CVG    | ABE    |  503 |
| CVG    | ABQ    | 1240 |
| CVG    | ALB    |  623 |
| CVG    | ANC    | 3110 |
| CVG    | ATL    |  373 |
| CVG    | ATW    |  411 |
| CVG    | AUS    |  958 |
| CVG    | AVL    |  275 |
| CVG    | AVP    |  499 |
| CVG    | AZO    |  225 |
| CVG    | BDL    |  661 |
| CVG    | BGR    |  906 |
| CVG    | BHM    |  396 |
| CVG    | BNA    |  230 |
| CVG    | BOS    |  752 |
| CVG    | BTR    |  693 |
| CVG    | BTV    |  702 |
| CVG    | BUF    |  410 |
| CVG    | BWI    |  430 |
| CVG    | CAE    |  404 |
| CVG    | CAK    |  214 |
| CVG    | CHA    |  278 |
| CVG    | CHO    |  342 |
| CVG    | CHS    |  497 |
| CVG    | CID    |  419 |
| CVG    | CLE    |  221 |
| CVG    | CLT    |  335 |
| CVG    | CMH    |  116 |
| CVG    | COS    | 1078 |
| CVG    | CRW    |  173 |
| CVG    | DAB    |  711 |
| CVG    | DAY    |   64 |
| CVG    | DCA    |  411 |
| CVG    | DEN    | 1069 |
| CVG    | DFW    |  812 |
| CVG    | DSM    |  505 |
| CVG    | DTW    |  229 |
| CVG    | EGE    | 1189 |
| CVG    | EVV    |  170 |
| CVG    | EWR    |  569 |
| CVG    | FLL    |  932 |
| CVG    | FSD    |  701 |
| CVG    | GRB    |  416 |
| CVG    | GRR    |  268 |
| CVG    | GSO    |  330 |
| CVG    | GSP    |  317 |
| CVG    | HPN    |  597 |
| CVG    | HSV    |  325 |
| CVG    | HTS    |  123 |
| CVG    | IAD    |  388 |
| CVG    | IAH    |  871 |
| CVG    | ILM    |  500 |
| CVG    | IND    |   98 |
| CVG    | JAC    | 1386 |
| CVG    | JAN    |  555 |
| CVG    | JAX    |  614 |
| CVG    | JFK    |  589 |
| CVG    | LAN    |  258 |
| CVG    | LAS    | 1678 |
| CVG    | LAX    | 1900 |
| CVG    | LEX    |   70 |
| CVG    | LGA    |  585 |
| CVG    | LIT    |  513 |
| CVG    | MCI    |  539 |
| CVG    | MCO    |  756 |
| CVG    | MDT    |  429 |
| CVG    | MEM    |  403 |
| CVG    | MHT    |  741 |
| CVG    | MIA    |  948 |
| CVG    | MKE    |  318 |
| CVG    | MSN    |  373 |
| CVG    | MSP    |  596 |
| CVG    | MSY    |  700 |
| CVG    | MYR    |  489 |
| CVG    | OKC    |  756 |
| CVG    | OMA    |  614 |
| CVG    | ORD    |  264 |
| CVG    | ORF    |  485 |
| CVG    | PBI    |  892 |
| CVG    | PDX    | 1975 |
| CVG    | PFN    |  612 |
| CVG    | PHL    |  507 |
| CVG    | PHX    | 1569 |
| CVG    | PIT    |  256 |
| CVG    | PVD    |  722 |
| CVG    | PWM    |  810 |
| CVG    | RDU    |  390 |
| CVG    | RIC    |  413 |
| CVG    | ROA    |  282 |
| CVG    | ROC    |  461 |
| CVG    | RSW    |  879 |
| CVG    | SAN    | 1865 |
| CVG    | SAT    | 1024 |
| CVG    | SAV    |  515 |
| CVG    | SBN    |  203 |
| CVG    | SCE    |  383 |
| CVG    | SDF    |   83 |
| CVG    | SEA    | 1964 |
| CVG    | SFO    | 2036 |
| CVG    | SGF    |  491 |
| CVG    | SLC    | 1449 |
| CVG    | SNA    | 1877 |
| CVG    | SRQ    |  812 |
| CVG    | STL    |  307 |
| CVG    | SYR    |  527 |
| CVG    | TOL    |  181 |
| CVG    | TPA    |  773 |
| CVG    | TRI    |  216 |
| CVG    | TUL    |  646 |
| CVG    | TVC    |  396 |
| CVG    | TYS    |  226 |
| CVG    | VPS    |  608 |
| CVG    | XNA    |  561 |
| CWA    | DTW    |  363 |
| CWA    | MKE    |  154 |
| CWA    | MLI    |  234 |
| CWA    | MSP    |  175 |
| CWA    | ORD    |  213 |
| DAB    | ATL    |  366 |
| DAB    | BWI    |  733 |
| DAB    | CLE    |  844 |
| DAB    | CLT    |  416 |
| DAB    | CVG    |  711 |
| DAB    | EWR    |  884 |
| DAB    | JAX    |   97 |
| DAB    | LGA    |  896 |
| DAB    | MCO    |   54 |
| DAL    | ABQ    |  580 |
| DAL    | AMA    |  324 |
| DAL    | AUS    |  189 |
| DAL    | BHM    |  587 |
| DAL    | ELP    |  562 |
| DAL    | HOU    |  239 |
| DAL    | HRL    |  458 |
| DAL    | IAH    |  217 |
| DAL    | LBB    |  293 |
| DAL    | LIT    |  296 |
| DAL    | MAF    |  319 |
| DAL    | MCI    |  461 |
| DAL    | MSY    |  437 |
| DAL    | OKC    |  181 |
| DAL    | ORD    |  798 |
| DAL    | SAT    |  248 |
| DAL    | STL    |  546 |
| DAL    | TUL    |  237 |
| DAY    | ATL    |  432 |
| DAY    | BWI    |  406 |
| DAY    | CLE    |  162 |
| DAY    | CVG    |   64 |
| DAY    | DEN    | 1084 |
| DAY    | DFW    |  861 |
| DAY    | DTW    |  166 |
| DAY    | EWR    |  533 |
| DAY    | IAD    |  368 |
| DAY    | IAH    |  929 |
| DAY    | LAS    | 1701 |
| DAY    | MCO    |  808 |
| DAY    | MKE    |  284 |
| DAY    | MSP    |  574 |
| DAY    | ORD    |  240 |
| DAY    | TPA    |  828 |
| DBQ    | ORD    |  147 |
| DCA    | ALB    |  318 |
| DCA    | ATL    |  547 |
| DCA    | BDL    |  313 |
| DCA    | BNA    |  562 |
| DCA    | BOS    |  399 |
| DCA    | BTR    |  985 |
| DCA    | BUF    |  296 |
| DCA    | CLE    |  310 |
| DCA    | CLT    |  331 |
| DCA    | CMH    |  322 |
| DCA    | CVG    |  411 |
| DCA    | DEN    | 1476 |
| DCA    | DFW    | 1192 |
| DCA    | DSM    |  897 |
| DCA    | DTW    |  405 |
| DCA    | EWR    |  199 |
| DCA    | FLL    |  899 |
| DCA    | GRR    |  524 |
| DCA    | HSV    |  613 |
| DCA    | IAH    | 1208 |
| DCA    | IND    |  499 |
| DCA    | JAN    |  860 |
| DCA    | JAX    |  634 |
| DCA    | JFK    |  213 |
| DCA    | LAS    | 2089 |
| DCA    | LAX    | 2311 |
| DCA    | LEX    |  414 |
| DCA    | LGA    |  214 |
| DCA    | MCO    |  759 |
| DCA    | MEM    |  762 |
| DCA    | MHT    |  407 |
| DCA    | MIA    |  920 |
| DCA    | MKE    |  634 |
| DCA    | MSN    |  707 |
| DCA    | MSP    |  931 |
| DCA    | MSY    |  969 |
| DCA    | ORD    |  612 |
| DCA    | PBI    |  857 |
| DCA    | PHL    |  119 |
| DCA    | PHX    | 1979 |
| DCA    | PIT    |  205 |
| DCA    | PLN    |  611 |
| DCA    | PVD    |  357 |
| DCA    | RDU    |  227 |
| DCA    | RSW    |  892 |
| DCA    | SEA    | 2329 |
| DCA    | SLC    | 1851 |
| DCA    | SRQ    |  851 |
| DCA    | STL    |  719 |
| DCA    | SYR    |  298 |
| DCA    | TPA    |  814 |
| DCA    | XNA    |  963 |
| DEN    | ABQ    |  349 |
| DEN    | AMA    |  358 |
| DEN    | ANC    | 2406 |
| DEN    | ASE    |  125 |
| DEN    | ATL    | 1199 |
| DEN    | AUS    |  775 |
| DEN    | BDL    | 1671 |
| DEN    | BFL    |  845 |
| DEN    | BHM    | 1082 |
| DEN    | BIL    |  455 |
| DEN    | BIS    |  517 |
| DEN    | BNA    | 1013 |
| DEN    | BOI    |  649 |
| DEN    | BOS    | 1754 |
| DEN    | BTR    |  997 |
| DEN    | BUR    |  850 |
| DEN    | BWI    | 1491 |
| DEN    | BZN    |  525 |
| DEN    | CAK    | 1224 |
| DEN    | CID    |  692 |
| DEN    | CLE    | 1201 |
| DEN    | CLT    | 1337 |
| DEN    | CMH    | 1155 |
| DEN    | COD    |  392 |
| DEN    | COS    |   72 |
| DEN    | CPR    |  230 |
| DEN    | CRW    | 1241 |
| DEN    | CVG    | 1069 |
| DEN    | CYS    |   90 |
| DEN    | DAY    | 1084 |
| DEN    | DCA    | 1476 |
| DEN    | DFW    |  641 |
| DEN    | DRO    |  251 |
| DEN    | DSM    |  589 |
| DEN    | DTW    | 1123 |
| DEN    | EGE    |  121 |
| DEN    | ELP    |  563 |
| DEN    | EUG    |  997 |
| DEN    | EWR    | 1605 |
| DEN    | FAR    |  627 |
| DEN    | FAT    |  844 |
| DEN    | FCA    |  753 |
| DEN    | FLL    | 1703 |
| DEN    | FSD    |  483 |
| DEN    | GCC    |  313 |
| DEN    | GEG    |  836 |
| DEN    | GJT    |  212 |
| DEN    | GRB    |  905 |
| DEN    | GRR    | 1014 |
| DEN    | GTF    |  624 |
| DEN    | GUC    |  152 |
| DEN    | HDN    |  142 |
| DEN    | HLN    |  594 |
| DEN    | HNL    | 3365 |
| DEN    | HOU    |  883 |
| DEN    | HSV    | 1048 |
| DEN    | IAD    | 1452 |
| DEN    | IAH    |  861 |
| DEN    | ICT    |  419 |
| DEN    | IDA    |  458 |
| DEN    | IND    |  977 |
| DEN    | JAC    |  406 |
| DEN    | JAX    | 1447 |
| DEN    | JFK    | 1626 |
| DEN    | KOA    | 3329 |
| DEN    | LAS    |  629 |
| DEN    | LAX    |  862 |
| DEN    | LGA    | 1619 |
| DEN    | LIH    | 3414 |
| DEN    | LIT    |  770 |
| DEN    | LNK    |  423 |
| DEN    | MBS    | 1092 |
| DEN    | MCI    |  533 |
| DEN    | MCO    | 1545 |
| DEN    | MDW    |  895 |
| DEN    | MEM    |  872 |
| DEN    | MFR    |  964 |
| DEN    | MIA    | 1709 |
| DEN    | MKE    |  895 |
| DEN    | MLI    |  751 |
| DEN    | MRY    |  960 |
| DEN    | MSN    |  826 |
| DEN    | MSO    |  679 |
| DEN    | MSP    |  680 |
| DEN    | MSY    | 1062 |
| DEN    | MTJ    |  197 |
| DEN    | OAK    |  957 |
| DEN    | OGG    | 3303 |
| DEN    | OKC    |  495 |
| DEN    | OMA    |  472 |
| DEN    | ONT    |  819 |
| DEN    | ORD    |  888 |
| DEN    | PBI    | 1679 |
| DEN    | PDX    |  992 |
| DEN    | PHL    | 1557 |
| DEN    | PHX    |  602 |
| DEN    | PIA    |  793 |
| DEN    | PIH    |  463 |
| DEN    | PIT    | 1290 |
| DEN    | PSC    |  853 |
| DEN    | PSP    |  776 |
| DEN    | RAP    |  301 |
| DEN    | RDM    |  899 |
| DEN    | RDU    | 1436 |
| DEN    | RFD    |  829 |
| DEN    | RKS    |  260 |
| DEN    | RNO    |  804 |
| DEN    | ROC    | 1413 |
| DEN    | RSW    | 1606 |
| DEN    | SAN    |  853 |
| DEN    | SAT    |  794 |
| DEN    | SBA    |  916 |
| DEN    | SDF    | 1023 |
| DEN    | SEA    | 1024 |
| DEN    | SFO    |  967 |
| DEN    | SGF    |  637 |
| DEN    | SJC    |  948 |
| DEN    | SLC    |  391 |
| DEN    | SMF    |  910 |
| DEN    | SNA    |  846 |
| DEN    | STL    |  770 |
| DEN    | TPA    | 1506 |
| DEN    | TUL    |  541 |
| DEN    | TUS    |  639 |
| DEN    | TVC    | 1031 |
| DEN    | TYS    | 1162 |
| DEN    | XNA    |  616 |
| DFW    | ABI    |  158 |
| DFW    | ABQ    |  569 |
| DFW    | ACT    |   89 |
| DFW    | AEX    |  285 |
| DFW    | AMA    |  313 |
| DFW    | ANC    | 3043 |
| DFW    | ATL    |  732 |
| DFW    | AUS    |  190 |
| DFW    | BDL    | 1471 |
| DFW    | BHM    |  597 |
| DFW    | BMI    |  690 |
| DFW    | BNA    |  631 |
| DFW    | BOS    | 1562 |
| DFW    | BTR    |  383 |
| DFW    | BUF    | 1212 |
| DFW    | BUR    | 1231 |
| DFW    | BWI    | 1217 |
| DFW    | CAE    |  922 |
| DFW    | CHA    |  695 |
| DFW    | CHS    |  987 |
| DFW    | CID    |  685 |
| DFW    | CLE    | 1021 |
| DFW    | CLL    |  164 |
| DFW    | CLT    |  936 |
| DFW    | CMH    |  927 |
| DFW    | CMI    |  693 |
| DFW    | COS    |  592 |
| DFW    | CRP    |  354 |
| DFW    | CVG    |  812 |
| DFW    | DAY    |  861 |
| DFW    | DCA    | 1192 |
| DFW    | DEN    |  641 |
| DFW    | DSM    |  624 |
| DFW    | DTW    |  987 |
| DFW    | EGE    |  720 |
| DFW    | ELP    |  551 |
| DFW    | EVV    |  642 |
| DFW    | EWR    | 1372 |
| DFW    | FAT    | 1313 |
| DFW    | FLL    | 1119 |
| DFW    | FNT    | 1003 |
| DFW    | FSM    |  228 |
| DFW    | FWA    |  859 |
| DFW    | GGG    |  140 |
| DFW    | GJT    |  772 |
| DFW    | GPT    |  500 |
| DFW    | GRK    |  134 |
| DFW    | GRR    |  931 |
| DFW    | GSO    |  999 |
| DFW    | GSP    |  862 |
| DFW    | GUC    |  678 |
| DFW    | HDN    |  769 |
| DFW    | HNL    | 3784 |
| DFW    | HOU    |  247 |
| DFW    | HSV    |  603 |
| DFW    | IAD    | 1172 |
| DFW    | IAH    |  224 |
| DFW    | ICT    |  328 |
| DFW    | IND    |  762 |
| DFW    | JAC    | 1046 |
| DFW    | JAN    |  408 |
| DFW    | JAX    |  919 |
| DFW    | JFK    | 1391 |
| DFW    | LAS    | 1055 |
| DFW    | LAW    |  140 |
| DFW    | LAX    | 1235 |
| DFW    | LBB    |  282 |
| DFW    | LEX    |  785 |
| DFW    | LFT    |  351 |
| DFW    | LGA    | 1389 |
| DFW    | LIT    |  304 |
| DFW    | LRD    |  394 |
| DFW    | MAF    |  309 |
| DFW    | MCI    |  460 |
| DFW    | MCO    |  984 |
| DFW    | MDT    | 1232 |
| DFW    | MEM    |  432 |
| DFW    | MFE    |  468 |
| DFW    | MIA    | 1121 |
| DFW    | MKE    |  853 |
| DFW    | MLI    |  691 |
| DFW    | MLU    |  293 |
| DFW    | MOB    |  540 |
| DFW    | MSN    |  821 |
| DFW    | MSP    |  852 |
| DFW    | MSY    |  448 |
| DFW    | MTJ    |  722 |
| DFW    | OAK    | 1456 |
| DFW    | OGG    | 3711 |
| DFW    | OKC    |  175 |
| DFW    | OMA    |  583 |
| DFW    | ONT    | 1189 |
| DFW    | ORD    |  802 |
| DFW    | ORF    | 1213 |
| DFW    | PBI    | 1103 |
| DFW    | PDX    | 1616 |
| DFW    | PHL    | 1302 |
| DFW    | PHX    |  868 |
| DFW    | PIA    |  673 |
| DFW    | PIT    | 1068 |
| DFW    | PNS    |  604 |
| DFW    | PSP    | 1126 |
| DFW    | RDU    | 1062 |
| DFW    | RIC    | 1158 |
| DFW    | RNO    | 1345 |
| DFW    | ROC    | 1266 |
| DFW    | ROW    |  435 |
| DFW    | RSW    | 1017 |
| DFW    | SAN    | 1171 |
| DFW    | SAT    |  247 |
| DFW    | SAV    |  925 |
| DFW    | SBA    | 1315 |
| DFW    | SDF    |  733 |
| DFW    | SEA    | 1660 |
| DFW    | SFO    | 1464 |
| DFW    | SGF    |  364 |
| DFW    | SHV    |  190 |
| DFW    | SJC    | 1438 |
| DFW    | SJT    |  228 |
| DFW    | SJU    | 2165 |
| DFW    | SLC    |  988 |
| DFW    | SMF    | 1431 |
| DFW    | SNA    | 1205 |
| DFW    | SPS    |  113 |
| DFW    | STL    |  551 |
| DFW    | SYR    | 1337 |
| DFW    | TPA    |  929 |
| DFW    | TUL    |  237 |
| DFW    | TUS    |  813 |
| DFW    | TXK    |  181 |
| DFW    | TYR    |  103 |
| DFW    | TYS    |  772 |
| DFW    | VPS    |  626 |
| DFW    | XNA    |  281 |
| DHN    | ATL    |  171 |
| DLG    | ANC    |  329 |
| DLH    | DTW    |  541 |
| DLH    | MSP    |  144 |
| DRO    | ABQ    |  159 |
| DRO    | DEN    |  251 |
| DRO    | PHX    |  351 |
| DRO    | SLC    |  338 |
| DSM    | ATL    |  743 |
| DSM    | CLE    |  612 |
| DSM    | CVG    |  505 |
| DSM    | CWA    |  302 |
| DSM    | DCA    |  897 |
| DSM    | DEN    |  589 |
| DSM    | DFW    |  624 |
| DSM    | DTW    |  534 |
| DSM    | GJT    |  801 |
| DSM    | IAH    |  802 |
| DSM    | LAX    | 1447 |
| DSM    | LGA    | 1031 |
| DSM    | LNK    |  168 |
| DSM    | MEM    |  490 |
| DSM    | MKE    |  311 |
| DSM    | MSP    |  232 |
| DSM    | ORD    |  299 |
| DSM    | ORF    |  988 |
| DSM    | PHX    | 1149 |
| DSM    | RFD    |  240 |
| DSM    | SLC    |  955 |
| DTW    | ABE    |  424 |
| DTW    | ALB    |  488 |
| DTW    | ANC    | 2986 |
| DTW    | ATL    |  594 |
| DTW    | ATW    |  297 |
| DTW    | AVL    |  470 |
| DTW    | AVP    |  398 |
| DTW    | AZO    |  113 |
| DTW    | BDL    |  548 |
| DTW    | BGM    |  378 |
| DTW    | BGR    |  750 |
| DTW    | BHM    |  625 |
| DTW    | BNA    |  457 |
| DTW    | BOS    |  632 |
| DTW    | BTV    |  536 |
| DTW    | BUF    |  240 |
| DTW    | BWI    |  408 |
| DTW    | BZN    | 1401 |
| DTW    | CAE    |  583 |
| DTW    | CAK    |  133 |
| DTW    | CHA    |  505 |
| DTW    | CHS    |  668 |
| DTW    | CID    |  431 |
| DTW    | CLE    |   95 |
| DTW    | CLT    |  500 |
| DTW    | CMH    |  155 |
| DTW    | CRW    |  281 |
| DTW    | CVG    |  229 |
| DTW    | CWA    |  363 |
| DTW    | DAY    |  166 |
| DTW    | DCA    |  405 |
| DTW    | DEN    | 1123 |
| DTW    | DFW    |  987 |
| DTW    | DLH    |  541 |
| DTW    | DSM    |  534 |
| DTW    | ELM    |  331 |
| DTW    | ERI    |  163 |
| DTW    | EVV    |  364 |
| DTW    | EWR    |  487 |
| DTW    | FLL    | 1127 |
| DTW    | FNT    |   56 |
| DTW    | FWA    |  128 |
| DTW    | GRB    |  288 |
| DTW    | GRR    |  120 |
| DTW    | GSO    |  460 |
| DTW    | GSP    |  508 |
| DTW    | HPN    |  505 |
| DTW    | HSV    |  554 |
| DTW    | IAD    |  383 |
| DTW    | IAH    | 1076 |
| DTW    | ICT    |  811 |
| DTW    | IND    |  231 |
| DTW    | ITH    |  353 |
| DTW    | JAN    |  777 |
| DTW    | JAX    |  814 |
| DTW    | JFK    |  508 |
| DTW    | LAN    |   74 |
| DTW    | LAS    | 1750 |
| DTW    | LAX    | 1979 |
| DTW    | LEX    |  296 |
| DTW    | LGA    |  501 |
| DTW    | LIT    |  705 |
| DTW    | LNK    |  701 |
| DTW    | MBS    |   98 |
| DTW    | MCI    |  629 |
| DTW    | MCO    |  957 |
| DTW    | MDT    |  370 |
| DTW    | MDW    |  229 |
| DTW    | MEM    |  610 |
| DTW    | MHT    |  609 |
| DTW    | MIA    | 1145 |
| DTW    | MKE    |  238 |
| DTW    | MLI    |  373 |
| DTW    | MSN    |  312 |
| DTW    | MSP    |  528 |
| DTW    | MSY    |  926 |
| DTW    | MYR    |  636 |
| DTW    | OKC    |  900 |
| DTW    | OMA    |  651 |
| DTW    | ORD    |  235 |
| DTW    | ORF    |  529 |
| DTW    | PBI    | 1087 |
| DTW    | PDX    | 1953 |
| DTW    | PHL    |  453 |
| DTW    | PHX    | 1671 |
| DTW    | PIA    |  346 |
| DTW    | PIT    |  201 |
| DTW    | PLN    |  243 |
| DTW    | PVD    |  614 |
| DTW    | PWM    |  668 |
| DTW    | RDU    |  501 |
| DTW    | RIC    |  456 |
| DTW    | ROA    |  382 |
| DTW    | ROC    |  296 |
| DTW    | RST    |  477 |
| DTW    | RSW    | 1085 |
| DTW    | SAN    | 1957 |
| DTW    | SAT    | 1215 |
| DTW    | SAV    |  706 |
| DTW    | SBN    |  157 |
| DTW    | SCE    |  300 |
| DTW    | SDF    |  306 |
| DTW    | SEA    | 1927 |
| DTW    | SFO    | 2079 |
| DTW    | SGF    |  635 |
| DTW    | SHV    |  886 |
| DTW    | SJU    | 1929 |
| DTW    | SLC    | 1481 |
| DTW    | SRQ    | 1023 |
| DTW    | STL    |  440 |
| DTW    | STT    | 1968 |
| DTW    | SWF    |  479 |
| DTW    | SYR    |  374 |
| DTW    | TPA    |  983 |
| DTW    | TUL    |  790 |
| DTW    | TVC    |  207 |
| DTW    | TYS    |  443 |
| DTW    | XNA    |  716 |
| EGE    | ATL    | 1312 |
| EGE    | CLT    | 1455 |
| EGE    | CVG    | 1189 |
| EGE    | DEN    |  121 |
| EGE    | DFW    |  720 |
| EGE    | EWR    | 1725 |
| EGE    | IAH    |  935 |
| EGE    | JFK    | 1746 |
| EGE    | LAX    |  748 |
| EGE    | LGA    | 1739 |
| EGE    | MIA    | 1811 |
| EGE    | MSP    |  788 |
| EGE    | ORD    | 1007 |
| EKO    | SLC    |  200 |
| EKO    | TWF    |  133 |
| ELM    | DTW    |  331 |
